ds,sku,sales,promo,dayofweek,month,lag_1,lag_7,ma7,ma30
2024-10-11,SKU-2,166,0,4,10,237.0,177.0,182.71428571428572,177.6
2024-10-12,SKU-2,167,0,5,10,166.0,167.0,182.71428571428572,177.96666666666667
2024-10-13,SKU-2,176,0,6,10,167.0,175.0,182.85714285714286,178.4
2024-10-14,SKU-2,172,0,0,10,176.0,188.0,180.57142857142858,178.5
2024-10-15,SKU-2,159,0,1,10,172.0,172.0,178.71428571428572,177.96666666666667
2024-10-16,SKU-2,173,0,2,10,159.0,174.0,178.57142857142858,177.6
2024-10-17,SKU-2,237,1,3,10,173.0,237.0,178.57142857142858,179.8
2024-10-18,SKU-2,164,0,4,10,237.0,166.0,178.28571428571428,179.63333333333333
2024-10-19,SKU-2,238,1,5,10,164.0,167.0,188.42857142857142,181.4
2024-10-20,SKU-2,183,0,6,10,238.0,176.0,189.42857142857142,181.66666666666666
2024-10-21,SKU-2,176,0,0,10,183.0,172.0,190.0,179.76666666666668
2024-10-22,SKU-2,177,0,1,10,176.0,159.0,192.57142857142858,180.03333333333333
2024-10-23,SKU-2,170,0,2,10,177.0,173.0,192.14285714285714,178.06666666666666
2024-10-24,SKU-2,164,0,3,10,170.0,237.0,181.71428571428572,177.96666666666667
2024-10-25,SKU-2,228,1,4,10,164.0,164.0,190.85714285714286,179.93333333333334
2024-10-26,SKU-2,173,0,5,10,228.0,238.0,181.57142857142858,179.76666666666668
2024-10-27,SKU-2,236,1,6,10,173.0,183.0,189.14285714285714,182.16666666666666
2024-10-28,SKU-2,181,0,0,10,236.0,176.0,189.85714285714286,182.3
2024-10-29,SKU-2,163,0,1,10,181.0,177.0,187.85714285714286,181.73333333333332
2024-10-30,SKU-2,174,0,2,10,163.0,170.0,188.42857142857142,182.06666666666666
2024-10-31,SKU-2,166,0,3,10,174.0,164.0,188.71428571428572,182.2
2024-11-01,SKU-2,168,0,4,11,166.0,228.0,180.14285714285714,182.2
2024-11-02,SKU-2,183,0,5,11,168.0,173.0,181.57142857142858,182.8
2024-11-03,SKU-2,170,0,6,11,183.0,236.0,172.14285714285714,182.56666666666666
2024-11-04,SKU-2,180,0,0,11,170.0,181.0,172.0,183.0
2024-11-05,SKU-2,164,0,1,11,180.0,163.0,172.14285714285714,182.63333333333333
2024-11-06,SKU-2,180,0,2,11,164.0,174.0,173.0,182.36666666666667
2024-11-07,SKU-2,163,0,3,11,180.0,166.0,172.57142857142858,182.06666666666666
2024-11-08,SKU-2,171,0,4,11,163.0,168.0,173.0,181.96666666666667
2024-11-09,SKU-2,194,0,5,11,171.0,183.0,174.57142857142858,180.53333333333333
2024-11-10,SKU-2,193,0,6,11,194.0,170.0,177.85714285714286,181.43333333333334
2024-11-11,SKU-2,173,0,0,11,193.0,180.0,176.85714285714286,181.63333333333333
2024-11-12,SKU-2,179,0,1,11,173.0,164.0,179.0,181.73333333333332
2024-11-13,SKU-2,185,0,2,11,179.0,180.0,179.71428571428572,182.16666666666666
2024-11-14,SKU-2,181,0,3,11,185.0,163.0,182.28571428571428,182.9
2024-11-15,SKU-2,175,0,4,11,181.0,171.0,182.85714285714286,182.96666666666667
2024-11-16,SKU-2,176,0,5,11,175.0,194.0,180.28571428571428,180.93333333333334
2024-11-17,SKU-2,189,0,6,11,176.0,193.0,179.71428571428572,181.76666666666668
2024-11-18,SKU-2,186,0,0,11,189.0,173.0,181.57142857142858,180.03333333333333
2024-11-19,SKU-2,190,0,1,11,186.0,179.0,183.14285714285714,180.26666666666668
2024-11-20,SKU-2,165,0,2,11,190.0,185.0,180.28571428571428,179.9
2024-11-21,SKU-2,169,0,3,11,165.0,181.0,178.57142857142858,179.63333333333333
2024-11-22,SKU-2,187,0,4,11,169.0,175.0,180.28571428571428,180.2
2024-11-23,SKU-2,172,0,5,11,187.0,176.0,179.71428571428572,180.46666666666667
2024-11-24,SKU-2,193,0,6,11,172.0,189.0,180.28571428571428,179.3
2024-11-25,SKU-2,178,0,0,11,193.0,186.0,179.14285714285714,179.46666666666667
2024-11-26,SKU-2,234,1,1,11,178.0,190.0,185.42857142857142,179.4
2024-11-27,SKU-2,181,0,2,11,234.0,165.0,187.71428571428572,179.4
2024-11-28,SKU-2,170,0,3,11,181.0,169.0,187.85714285714286,179.63333333333333
2024-11-29,SKU-2,186,0,4,11,170.0,187.0,187.71428571428572,180.03333333333333
2024-11-30,SKU-2,257,1,5,11,186.0,172.0,199.85714285714286,183.06666666666666
2024-12-01,SKU-2,192,0,6,12,257.0,193.0,199.71428571428572,183.86666666666667
2024-12-02,SKU-2,179,0,0,12,192.0,178.0,199.85714285714286,183.73333333333332
2024-12-03,SKU-2,170,0,1,12,179.0,234.0,190.71428571428572,183.73333333333332
2024-12-04,SKU-2,171,0,2,12,170.0,181.0,189.28571428571428,183.43333333333334
2024-12-05,SKU-2,172,0,3,12,171.0,170.0,189.57142857142858,183.7
2024-12-06,SKU-2,182,0,4,12,172.0,186.0,189.0,183.76666666666668
2024-12-07,SKU-2,188,0,5,12,182.0,257.0,179.14285714285714,184.6
2024-12-08,SKU-2,194,0,6,12,188.0,192.0,179.42857142857142,185.36666666666667
2024-12-09,SKU-2,170,0,0,12,194.0,179.0,178.14285714285714,184.56666666666666
2024-12-10,SKU-2,252,1,1,12,170.0,170.0,189.85714285714286,186.53333333333333
2024-12-11,SKU-2,189,0,2,12,252.0,171.0,192.42857142857142,187.06666666666666
2024-12-12,SKU-2,181,0,3,12,189.0,172.0,193.71428571428572,187.13333333333333
2024-12-13,SKU-2,175,0,4,12,181.0,182.0,192.71428571428572,186.8
2024-12-14,SKU-2,257,1,5,12,175.0,188.0,202.57142857142858,189.33333333333334
2024-12-15,SKU-2,187,0,6,12,257.0,194.0,201.57142857142858,189.73333333333332
2024-12-16,SKU-2,185,0,0,12,187.0,170.0,203.71428571428572,190.03333333333333
2024-12-17,SKU-2,188,0,1,12,185.0,252.0,194.57142857142858,190.0
2024-12-18,SKU-2,179,0,2,12,188.0,189.0,193.14285714285714,189.76666666666668
2024-12-19,SKU-2,184,0,3,12,179.0,181.0,193.57142857142858,189.56666666666666
2024-12-20,SKU-2,192,0,4,12,184.0,175.0,196.0,190.46666666666667
2024-12-21,SKU-2,197,0,5,12,192.0,257.0,187.42857142857142,191.4
2024-12-22,SKU-2,197,0,6,12,197.0,187.0,188.85714285714286,191.73333333333332
2024-12-23,SKU-2,178,0,0,12,197.0,185.0,187.85714285714286,191.93333333333334
2024-12-24,SKU-2,185,0,1,12,178.0,188.0,187.42857142857142,191.66666666666666
2024-12-25,SKU-2,184,0,2,12,185.0,179.0,188.14285714285714,191.86666666666667
2024-12-26,SKU-2,191,0,3,12,184.0,184.0,189.14285714285714,190.43333333333334
2024-12-27,SKU-2,190,0,4,12,191.0,192.0,188.85714285714286,190.73333333333332
2024-12-28,SKU-2,194,0,5,12,190.0,197.0,188.42857142857142,191.53333333333333
2024-12-29,SKU-2,212,0,6,12,194.0,197.0,190.57142857142858,192.4
2024-12-30,SKU-2,187,0,0,12,212.0,178.0,191.85714285714286,190.06666666666666
2024-12-31,SKU-2,186,0,1,12,187.0,185.0,192.0,189.86666666666667
2024-01-01,SKU-3,85,0,0,1,186.0,184.0,177.85714285714286,186.73333333333332
2024-01-02,SKU-3,88,0,1,1,85.0,191.0,163.14285714285714,184.0
2024-01-03,SKU-3,79,0,2,1,88.0,190.0,147.28571428571428,180.93333333333334
2024-01-04,SKU-3,84,0,3,1,79.0,194.0,131.57142857142858,178.0
2024-01-05,SKU-3,90,0,4,1,84.0,212.0,114.14285714285714,174.93333333333334
2024-01-06,SKU-3,86,0,5,1,90.0,187.0,99.71428571428571,171.53333333333333
2024-01-07,SKU-3,93,0,6,1,86.0,186.0,86.42857142857143,168.16666666666666
2024-01-08,SKU-3,81,0,0,1,93.0,85.0,85.85714285714286,165.2
2024-01-09,SKU-3,89,0,1,1,81.0,88.0,86.0,159.76666666666668
2024-01-10,SKU-3,88,0,2,1,89.0,79.0,87.28571428571429,156.4
2024-01-11,SKU-3,81,0,3,1,88.0,84.0,86.85714285714286,153.06666666666666
2024-01-12,SKU-3,93,0,4,1,81.0,90.0,87.28571428571429,150.33333333333334
2024-01-13,SKU-3,90,0,5,1,93.0,86.0,87.85714285714286,144.76666666666668
2024-01-14,SKU-3,90,0,6,1,90.0,93.0,87.42857142857143,141.53333333333333
2024-01-15,SKU-3,90,0,0,1,90.0,81.0,88.71428571428571,138.36666666666667
2024-01-16,SKU-3,94,0,1,1,90.0,89.0,89.42857142857143,135.23333333333332
2024-01-17,SKU-3,85,0,2,1,94.0,88.0,89.0,132.1
2024-01-18,SKU-3,90,0,3,1,85.0,81.0,90.28571428571429,128.96666666666667
2024-01-19,SKU-3,92,0,4,1,90.0,93.0,90.14285714285714,125.63333333333334
2024-01-20,SKU-3,98,0,5,1,92.0,90.0,91.28571428571429,122.33333333333333
2024-01-21,SKU-3,96,0,6,1,98.0,90.0,92.14285714285714,118.96666666666667
2024-01-22,SKU-3,89,0,0,1,96.0,90.0,92.0,116.0
2024-01-23,SKU-3,88,0,1,1,89.0,94.0,91.14285714285714,112.76666666666667
2024-01-24,SKU-3,92,0,2,1,88.0,85.0,92.14285714285714,109.7
2024-01-25,SKU-3,87,0,3,1,92.0,90.0,91.71428571428571,106.23333333333333
2024-01-26,SKU-3,80,0,4,1,87.0,92.0,90.0,102.56666666666666
2024-01-27,SKU-3,99,0,5,1,80.0,98.0,90.14285714285714,99.4
2024-01-28,SKU-3,101,0,6,1,99.0,96.0,90.85714285714286,95.7
2024-01-29,SKU-3,83,0,0,1,101.0,89.0,90.0,92.23333333333333
2024-01-30,SKU-3,89,0,1,1,83.0,88.0,90.14285714285714,89.0
2024-01-31,SKU-3,96,0,2,1,89.0,92.0,90.71428571428571,89.36666666666666
2024-02-01,SKU-3,102,0,3,2,96.0,87.0,92.85714285714286,89.83333333333333
2024-02-02,SKU-3,94,0,4,2,102.0,80.0,94.85714285714286,90.33333333333333
2024-02-03,SKU-3,96,0,5,2,94.0,99.0,94.42857142857143,90.73333333333333
2024-02-04,SKU-3,99,0,6,2,96.0,101.0,94.14285714285714,91.03333333333333
2024-02-05,SKU-3,100,0,0,2,99.0,83.0,96.57142857142857,91.5
2024-02-06,SKU-3,92,0,1,2,100.0,89.0,97.0,91.46666666666667
2024-02-07,SKU-3,92,0,2,2,92.0,96.0,96.42857142857143,91.83333333333333
2024-02-08,SKU-3,93,0,3,2,92.0,102.0,95.14285714285714,91.96666666666667
2024-02-09,SKU-3,92,0,4,2,93.0,94.0,94.85714285714286,92.1
2024-02-10,SKU-3,101,0,5,2,92.0,96.0,95.57142857142857,92.76666666666667
2024-02-11,SKU-3,108,0,6,2,101.0,99.0,96.85714285714286,93.26666666666667
2024-02-12,SKU-3,132,1,0,2,108.0,100.0,101.42857142857143,94.66666666666667
2024-02-13,SKU-3,96,0,1,2,132.0,92.0,102.0,94.86666666666666
2024-02-14,SKU-3,96,0,2,2,96.0,92.0,102.57142857142857,95.06666666666666
2024-02-15,SKU-3,90,0,3,2,96.0,93.0,102.14285714285714,94.93333333333334
2024-02-16,SKU-3,101,0,4,2,90.0,92.0,103.42857142857143,95.46666666666667
2024-02-17,SKU-3,102,0,5,2,101.0,101.0,103.57142857142857,95.86666666666666
2024-02-18,SKU-3,102,0,6,2,102.0,108.0,102.71428571428571,96.2
2024-02-19,SKU-3,112,0,0,2,102.0,132.0,99.85714285714286,96.66666666666667
2024-02-20,SKU-3,99,0,1,2,112.0,96.0,100.28571428571429,96.76666666666667
2024-02-21,SKU-3,95,0,2,2,99.0,96.0,100.14285714285714,96.96666666666667
2024-02-22,SKU-3,97,0,3,2,95.0,90.0,101.14285714285714,97.26666666666667
2024-02-23,SKU-3,104,0,4,2,97.0,101.0,101.57142857142857,97.66666666666667
2024-02-24,SKU-3,105,0,5,2,104.0,102.0,102.0,98.26666666666667
2024-02-25,SKU-3,98,0,6,2,105.0,102.0,101.42857142857143,98.86666666666666
2024-02-26,SKU-3,103,0,0,2,98.0,112.0,100.14285714285714,99.0
2024-02-27,SKU-3,97,0,1,2,103.0,99.0,99.85714285714286,98.86666666666666
2024-02-28,SKU-3,108,0,2,2,97.0,95.0,101.71428571428571,99.7
2024-02-29,SKU-3,105,0,3,2,108.0,97.0,102.85714285714286,100.23333333333333
2024-03-01,SKU-3,98,0,4,3,105.0,104.0,102.0,100.3
2024-03-02,SKU-3,111,0,5,3,98.0,105.0,102.85714285714286,100.6
2024-03-03,SKU-3,106,0,6,3,111.0,98.0,104.0,101.0
2024-03-04,SKU-3,104,0,0,3,106.0,103.0,104.14285714285714,101.26666666666667
2024-03-05,SKU-3,103,0,1,3,104.0,97.0,105.0,101.4
2024-03-06,SKU-3,98,0,2,3,103.0,108.0,103.57142857142857,101.33333333333333
2024-03-07,SKU-3,99,0,3,3,98.0,105.0,102.71428571428571,101.56666666666666
2024-03-08,SKU-3,106,0,4,3,99.0,98.0,103.85714285714286,102.03333333333333
2024-03-09,SKU-3,105,0,5,3,106.0,111.0,103.0,102.43333333333334
2024-03-10,SKU-3,105,0,6,3,105.0,106.0,102.85714285714286,102.86666666666666
2024-03-11,SKU-3,98,0,0,3,105.0,104.0,102.0,102.76666666666667
2024-03-12,SKU-3,104,0,1,3,98.0,103.0,102.14285714285714,102.63333333333334
2024-03-13,SKU-3,111,0,2,3,104.0,98.0,104.0,101.93333333333334
2024-03-14,SKU-3,98,0,3,3,111.0,99.0,103.85714285714286,102.0
2024-03-15,SKU-3,103,0,4,3,98.0,106.0,103.42857142857143,102.23333333333333
2024-03-16,SKU-3,114,0,5,3,103.0,105.0,104.71428571428571,103.03333333333333
2024-03-17,SKU-3,108,0,6,3,114.0,105.0,105.14285714285714,103.26666666666667
2024-03-18,SKU-3,105,0,0,3,108.0,98.0,106.14285714285714,103.36666666666666
2024-03-19,SKU-3,99,0,1,3,105.0,104.0,105.42857142857143,103.26666666666667
2024-03-20,SKU-3,105,0,2,3,99.0,111.0,104.57142857142857,103.03333333333333
2024-03-21,SKU-3,103,0,3,3,105.0,98.0,105.28571428571429,103.16666666666667
2024-03-22,SKU-3,108,0,4,3,103.0,103.0,106.0,103.6
2024-03-23,SKU-3,114,0,5,3,108.0,114.0,106.0,104.16666666666667
2024-03-24,SKU-3,120,0,6,3,114.0,108.0,107.71428571428571,104.7
2024-03-25,SKU-3,107,0,0,3,120.0,105.0,108.0,104.76666666666667
2024-03-26,SKU-3,106,0,1,3,107.0,99.0,109.0,105.03333333333333
2024-03-27,SKU-3,105,0,2,3,106.0,105.0,109.0,105.1
2024-03-28,SKU-3,103,0,3,3,105.0,103.0,109.0,105.3
2024-03-29,SKU-3,106,0,4,3,103.0,108.0,108.71428571428571,105.23333333333333
2024-03-30,SKU-3,142,1,5,3,106.0,114.0,112.71428571428571,106.46666666666667
2024-03-31,SKU-3,111,0,6,3,142.0,120.0,111.42857142857143,106.9
2024-04-01,SKU-3,111,0,0,4,111.0,107.0,112.0,106.9
2024-04-02,SKU-3,135,1,1,4,111.0,106.0,116.14285714285714,107.86666666666666
2024-04-03,SKU-3,110,0,2,4,135.0,105.0,116.85714285714286,108.06666666666666
2024-04-04,SKU-3,111,0,3,4,110.0,103.0,118.0,108.33333333333333
2024-04-05,SKU-3,105,0,4,4,111.0,106.0,117.85714285714286,108.56666666666666
2024-04-06,SKU-3,101,0,5,4,105.0,142.0,112.0,108.63333333333334
2024-04-07,SKU-3,108,0,6,4,101.0,111.0,111.57142857142857,108.7
2024-04-08,SKU-3,145,1,0,4,108.0,111.0,116.42857142857143,110.03333333333333
2024-04-09,SKU-3,106,0,1,4,145.0,135.0,112.28571428571429,110.06666666666666
2024-04-10,SKU-3,102,0,2,4,106.0,110.0,111.14285714285714,110.2
2024-04-11,SKU-3,104,0,3,4,102.0,111.0,110.14285714285714,110.2
2024-04-12,SKU-3,110,0,4,4,104.0,105.0,110.85714285714286,110.16666666666667
2024-04-13,SKU-3,113,0,5,4,110.0,101.0,112.57142857142857,110.66666666666667
2024-04-14,SKU-3,110,0,6,4,113.0,108.0,112.85714285714286,110.9
2024-04-15,SKU-3,105,0,0,4,110.0,145.0,107.14285714285714,110.6
2024-04-16,SKU-3,105,0,1,4,105.0,106.0,107.0,110.5
2024-04-17,SKU-3,102,0,2,4,105.0,102.0,107.0,110.4
2024-04-18,SKU-3,113,0,3,4,102.0,104.0,108.28571428571429,110.86666666666666
2024-04-19,SKU-3,105,0,4,4,113.0,110.0,107.57142857142857,110.86666666666666
2024-04-20,SKU-3,117,0,5,4,105.0,113.0,108.14285714285714,111.33333333333333
2024-04-21,SKU-3,118,0,6,4,117.0,110.0,109.28571428571429,111.66666666666667
2024-04-22,SKU-3,111,0,0,4,118.0,105.0,110.14285714285714,111.56666666666666
2024-04-23,SKU-3,105,0,1,4,111.0,105.0,110.14285714285714,111.06666666666666
2024-04-24,SKU-3,108,0,2,4,105.0,102.0,111.0,111.1
2024-04-25,SKU-3,107,0,3,4,108.0,113.0,110.14285714285714,111.13333333333334
2024-04-26,SKU-3,103,0,4,4,107.0,105.0,109.85714285714286,111.06666666666666
2024-04-27,SKU-3,113,0,5,4,103.0,117.0,109.28571428571429,111.4
2024-04-28,SKU-3,107,0,6,4,113.0,118.0,107.71428571428571,111.43333333333334
2024-04-29,SKU-3,112,0,0,4,107.0,111.0,107.85714285714286,110.43333333333334
2024-04-30,SKU-3,105,0,1,4,112.0,105.0,107.85714285714286,110.23333333333333
2024-05-01,SKU-3,108,0,2,5,105.0,108.0,107.85714285714286,110.13333333333334
2024-05-02,SKU-3,108,0,3,5,108.0,107.0,108.0,109.23333333333333
2024-05-03,SKU-3,106,0,4,5,108.0,103.0,108.42857142857143,109.1
2024-05-04,SKU-3,114,0,5,5,106.0,113.0,108.57142857142857,109.2
2024-05-05,SKU-3,110,0,6,5,114.0,107.0,109.0,109.36666666666666
2024-05-06,SKU-3,145,1,0,5,110.0,112.0,113.71428571428571,110.83333333333333
2024-05-07,SKU-3,101,0,1,5,145.0,105.0,113.14285714285714,110.6
2024-05-08,SKU-3,108,0,2,5,101.0,108.0,113.14285714285714,109.36666666666666
2024-05-09,SKU-3,115,0,3,5,108.0,108.0,114.14285714285714,109.66666666666667
2024-05-10,SKU-3,103,0,4,5,115.0,106.0,113.71428571428571,109.7
2024-05-11,SKU-3,109,0,5,5,103.0,114.0,113.0,109.86666666666666
2024-05-12,SKU-3,114,0,6,5,109.0,110.0,113.57142857142857,110.0
2024-05-13,SKU-3,108,0,0,5,114.0,145.0,108.28571428571429,109.83333333333333
2024-05-14,SKU-3,108,0,1,5,108.0,101.0,109.28571428571429,109.76666666666667
2024-05-15,SKU-3,109,0,2,5,108.0,108.0,109.42857142857143,109.9
2024-05-16,SKU-3,110,0,3,5,109.0,115.0,108.71428571428571,110.06666666666666
2024-05-17,SKU-3,112,0,4,5,110.0,103.0,110.0,110.4
2024-05-18,SKU-3,114,0,5,5,112.0,109.0,110.71428571428571,110.43333333333334
2024-05-19,SKU-3,111,0,6,5,114.0,114.0,110.28571428571429,110.63333333333334
2024-05-20,SKU-3,144,1,0,5,111.0,108.0,115.42857142857143,111.53333333333333
2024-05-21,SKU-3,115,0,1,5,144.0,108.0,116.42857142857143,111.43333333333334
2024-05-22,SKU-3,106,0,2,5,115.0,109.0,116.0,111.26666666666667
2024-05-23,SKU-3,103,0,3,5,106.0,110.0,115.0,111.2
2024-05-24,SKU-3,112,0,4,5,103.0,112.0,115.0,111.33333333333333
2024-05-25,SKU-3,145,1,5,5,112.0,114.0,119.42857142857143,112.6
2024-05-26,SKU-3,103,0,6,5,145.0,111.0,118.28571428571429,112.6
2024-05-27,SKU-3,110,0,0,5,103.0,144.0,113.42857142857143,112.5
2024-05-28,SKU-3,104,0,1,5,110.0,115.0,111.85714285714286,112.4
2024-05-29,SKU-3,106,0,2,5,104.0,106.0,111.85714285714286,112.2
2024-05-30,SKU-3,108,0,3,5,106.0,103.0,112.57142857142857,112.3
2024-05-31,SKU-3,107,0,4,5,108.0,112.0,111.85714285714286,112.26666666666667
2024-06-01,SKU-3,115,0,5,6,107.0,145.0,107.57142857142857,112.5
2024-06-02,SKU-3,110,0,6,6,115.0,103.0,108.57142857142857,112.63333333333334
2024-06-03,SKU-3,109,0,0,6,110.0,110.0,108.42857142857143,112.46666666666667
2024-06-04,SKU-3,105,0,1,6,109.0,104.0,108.57142857142857,112.3
2024-06-05,SKU-3,110,0,2,6,105.0,106.0,109.14285714285714,111.13333333333334
2024-06-06,SKU-3,109,0,3,6,110.0,108.0,109.28571428571429,111.4
2024-06-07,SKU-3,102,0,4,6,109.0,107.0,108.57142857142857,111.2
2024-06-08,SKU-3,150,1,5,6,102.0,115.0,113.57142857142857,112.36666666666666
2024-06-09,SKU-3,109,0,6,6,150.0,110.0,113.42857142857143,112.56666666666666
2024-06-10,SKU-3,110,0,0,6,109.0,109.0,113.57142857142857,112.6
2024-06-11,SKU-3,108,0,1,6,110.0,105.0,114.0,112.4
2024-06-12,SKU-3,114,0,2,6,108.0,110.0,114.57142857142857,112.6
2024-06-13,SKU-3,105,0,3,6,114.0,109.0,114.0,112.5
2024-06-14,SKU-3,104,0,4,6,105.0,102.0,114.28571428571429,112.33333333333333
2024-06-15,SKU-3,111,0,5,6,104.0,150.0,108.71428571428571,112.36666666666666
2024-06-16,SKU-3,110,0,6,6,111.0,109.0,108.85714285714286,112.3
2024-06-17,SKU-3,109,0,0,6,110.0,110.0,108.71428571428571,112.13333333333334
2024-06-18,SKU-3,99,0,1,6,109.0,108.0,107.42857142857143,111.73333333333333
2024-06-19,SKU-3,101,0,2,6,99.0,114.0,105.57142857142857,110.3
2024-06-20,SKU-3,101,0,3,6,101.0,105.0,105.0,109.83333333333333
2024-06-21,SKU-3,144,1,4,6,101.0,104.0,110.71428571428571,111.1
2024-06-22,SKU-3,118,0,5,6,144.0,111.0,111.71428571428571,111.6
2024-06-23,SKU-3,110,0,6,6,118.0,110.0,111.71428571428571,111.53333333333333
2024-06-24,SKU-3,105,0,0,6,110.0,109.0,111.14285714285714,110.2
2024-06-25,SKU-3,106,0,1,6,105.0,99.0,112.14285714285714,110.3
2024-06-26,SKU-3,110,0,2,6,106.0,101.0,113.42857142857143,110.3
2024-06-27,SKU-3,101,0,3,6,110.0,101.0,113.42857142857143,110.2
2024-06-28,SKU-3,106,0,4,6,101.0,144.0,108.0,110.2
2024-06-29,SKU-3,114,0,5,6,106.0,118.0,107.42857142857143,110.4
2024-06-30,SKU-3,112,0,6,6,114.0,110.0,107.71428571428571,110.56666666666666
2024-07-01,SKU-3,106,0,0,7,112.0,105.0,107.85714285714286,110.26666666666667
2024-07-02,SKU-3,109,0,1,7,106.0,106.0,108.28571428571429,110.23333333333333
2024-07-03,SKU-3,93,0,2,7,109.0,110.0,105.85714285714286,109.7
2024-07-04,SKU-3,108,0,3,7,93.0,101.0,106.85714285714286,109.8
2024-07-05,SKU-3,102,0,4,7,108.0,106.0,106.28571428571429,109.53333333333333
2024-07-06,SKU-3,102,0,5,7,102.0,114.0,104.57142857142857,109.3
2024-07-07,SKU-3,112,0,6,7,102.0,112.0,104.57142857142857,109.63333333333334
2024-07-08,SKU-3,110,0,0,7,112.0,106.0,105.14285714285714,108.3
2024-07-09,SKU-3,104,0,1,7,110.0,109.0,104.42857142857143,108.13333333333334
2024-07-10,SKU-3,108,0,2,7,104.0,93.0,106.57142857142857,108.06666666666666
2024-07-11,SKU-3,111,0,3,7,108.0,108.0,107.0,108.16666666666667
2024-07-12,SKU-3,110,0,4,7,111.0,102.0,108.14285714285714,108.03333333333333
2024-07-13,SKU-3,116,0,5,7,110.0,102.0,110.14285714285714,108.4
2024-07-14,SKU-3,112,0,6,7,116.0,112.0,110.14285714285714,108.66666666666667
2024-07-15,SKU-3,104,0,0,7,112.0,110.0,109.28571428571429,108.43333333333334
2024-07-16,SKU-3,97,0,1,7,104.0,104.0,108.28571428571429,108.0
2024-07-17,SKU-3,103,0,2,7,97.0,108.0,107.57142857142857,107.8
2024-07-18,SKU-3,100,0,3,7,103.0,111.0,106.0,107.83333333333333
2024-07-19,SKU-3,113,0,4,7,100.0,110.0,106.42857142857143,108.23333333333333
2024-07-20,SKU-3,108,0,5,7,113.0,116.0,105.28571428571429,108.46666666666667
2024-07-21,SKU-3,109,0,6,7,108.0,112.0,104.85714285714286,107.3
2024-07-22,SKU-3,106,0,0,7,109.0,104.0,105.14285714285714,106.9
2024-07-23,SKU-3,104,0,1,7,106.0,97.0,106.14285714285714,106.7
2024-07-24,SKU-3,111,0,2,7,104.0,103.0,107.28571428571429,106.9
2024-07-25,SKU-3,101,0,3,7,111.0,100.0,107.42857142857143,106.73333333333333
2024-07-26,SKU-3,104,0,4,7,101.0,113.0,106.14285714285714,106.53333333333333
2024-07-27,SKU-3,105,0,5,7,104.0,108.0,105.71428571428571,106.66666666666667
2024-07-28,SKU-3,103,0,6,7,105.0,109.0,104.85714285714286,106.56666666666666
2024-07-29,SKU-3,101,0,0,7,103.0,106.0,104.14285714285714,106.13333333333334
2024-07-30,SKU-3,103,0,1,7,101.0,104.0,104.0,105.83333333333333
2024-07-31,SKU-3,135,1,2,7,103.0,111.0,107.42857142857143,106.8
2024-08-01,SKU-3,100,0,3,8,135.0,101.0,107.28571428571429,106.5
2024-08-02,SKU-3,97,0,4,8,100.0,104.0,106.28571428571429,106.63333333333334
2024-08-03,SKU-3,108,0,5,8,97.0,105.0,106.71428571428571,106.63333333333334
2024-08-04,SKU-3,102,0,6,8,108.0,103.0,106.57142857142857,106.63333333333334
2024-08-05,SKU-3,106,0,0,8,102.0,101.0,107.28571428571429,106.76666666666667
2024-08-06,SKU-3,103,0,1,8,106.0,103.0,107.28571428571429,106.46666666666667
2024-08-07,SKU-3,97,0,2,8,103.0,135.0,101.85714285714286,106.03333333333333
2024-08-08,SKU-3,102,0,3,8,97.0,100.0,102.14285714285714,105.96666666666667
2024-08-09,SKU-3,100,0,4,8,102.0,97.0,102.57142857142857,105.7
2024-08-10,SKU-3,109,0,5,8,100.0,108.0,102.71428571428571,105.63333333333334
2024-08-11,SKU-3,114,0,6,8,109.0,102.0,104.42857142857143,105.76666666666667
2024-08-12,SKU-3,95,0,0,8,114.0,106.0,102.85714285714286,105.06666666666666
2024-08-13,SKU-3,103,0,1,8,95.0,103.0,102.85714285714286,104.76666666666667
2024-08-14,SKU-3,102,0,2,8,103.0,97.0,103.57142857142857,104.7
2024-08-15,SKU-3,106,0,3,8,102.0,102.0,104.14285714285714,105.0
2024-08-16,SKU-3,104,0,4,8,106.0,100.0,104.71428571428571,105.03333333333333
2024-08-17,SKU-3,105,0,5,8,104.0,109.0,104.14285714285714,105.2
2024-08-18,SKU-3,106,0,6,8,105.0,114.0,103.0,104.96666666666667
2024-08-19,SKU-3,99,0,0,8,106.0,95.0,103.57142857142857,104.66666666666667
2024-08-20,SKU-3,141,1,1,8,99.0,103.0,109.0,105.73333333333333
2024-08-21,SKU-3,103,0,2,8,141.0,102.0,109.14285714285714,105.63333333333334
2024-08-22,SKU-3,111,0,3,8,103.0,106.0,109.85714285714286,105.86666666666666
2024-08-23,SKU-3,103,0,4,8,111.0,104.0,109.71428571428571,105.6
2024-08-24,SKU-3,105,0,5,8,103.0,105.0,109.71428571428571,105.73333333333333
2024-08-25,SKU-3,101,0,6,8,105.0,106.0,109.0,105.63333333333334
2024-08-26,SKU-3,95,0,0,8,101.0,99.0,108.42857142857143,105.3
2024-08-27,SKU-3,96,0,1,8,95.0,141.0,102.0,105.06666666666666
2024-08-28,SKU-3,104,0,2,8,96.0,103.0,102.14285714285714,105.16666666666667
2024-08-29,SKU-3,105,0,3,8,104.0,111.0,101.28571428571429,105.23333333333333
